filename,label,language
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0000.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0001.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0002.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0003.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0004.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0005.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0006.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0008.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0009.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0010.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0011.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0012.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0013.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0014.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0015.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0017.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0021.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0022.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0023.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0024.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0026.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0027.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0028.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0029.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0030.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0031.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0033.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0034.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0036.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0037.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0038.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0039.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0042.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0046.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0048.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0049.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0050.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0053.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0054.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0055.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0056.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0057.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0058.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0059.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0062.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0063.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0064.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0065.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0066.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0069.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0070.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0075.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0079.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0080.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0081.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0084.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0085.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0086.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0087.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0088.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0093.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0095.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0096.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0097.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0098.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0099.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0101.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0102.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0103.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0104.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0105.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0107.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0110.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0111.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0112.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0113.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0118.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0120.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0122.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0123.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0125.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0127.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0128.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0130.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0131.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0132.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0139.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0140.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0141.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0143.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0144.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0150.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0152.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0153.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0155.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0158.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0159.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0160.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0161.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0162.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0164.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0166.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0167.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0168.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0170.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0171.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0174.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0177.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0179.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0182.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0184.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0185.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0186.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0187.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0189.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0190.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0191.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0193.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0194.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0195.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0196.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0199.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0201.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0202.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0203.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0204.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0205.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0206.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0207.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0208.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0210.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0214.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0216.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0220.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0229.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0232.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0234.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0235.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0236.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0239.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0240.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0241.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0244.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0250.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0252.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0253.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0254.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0256.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0258.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0259.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0260.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0261.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0265.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0272.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0273.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0278.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0279.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0280.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0282.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0283.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0286.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0289.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0293.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0294.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0297.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0299.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0300.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0302.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0310.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0311.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0312.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0313.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0316.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0317.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0318.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0319.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0321.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0323.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0327.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0330.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0331.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0334.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0335.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0336.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0340.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0341.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0343.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0347.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0350.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0352.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0356.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0357.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0359.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0361.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0362.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0368.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0374.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0379.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0382.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0384.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0386.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0387.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0392.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0394.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0401.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0402.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0403.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0407.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0411.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0412.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0415.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0417.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0419.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0420.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0422.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0423.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0425.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0426.wav,0,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0430.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0432.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0433.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0438.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0439.wav,1,assamese
/content/drive/MyDrive/miniprojectfinal/data/preprocessed/Aamis (2019) Dual Au_seg0440.wav,1,assamese
